timeframe,strategy,symbol,trades,win_rate,total_r_after_cost,avg_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_hold_bars,avg_break_depth_atr,avg_reclaim_atr,avg_range_atr,avg_activity_ratio,avg_mfe_16_atr,avg_mae_16_atr,avg_mfe_r,avg_mae_r,hit_1atr_first_16
H4,WICK_L55_RAW_RR15,USDJPY,669,44.69357249626308,44.01601913264642,0.06579375057196775,1.1151607942267272,27.531288528044584,14,4.19880418535127,0.30457685716423427,0.4401069592656355,1.2813276866059873,1.3458610440314838,2.32503918877228,2.2716340068145495,1.2886110380455358,1.116182496141633,51.86846038863976
H4,WICK_L120_RAW_RR15,USDJPY,435,43.67816091954023,18.668806433157194,0.042916796398062514,1.0739259808032973,25.978613904874027,15,3.981609195402299,0.31254768386588705,0.4327347529590866,1.305457555508732,1.3767579132216285,2.369012550159265,2.4118381865365732,1.2766139143721364,1.1343527172170156,51.03448275862069
D1,CLOSEFAIL_L20_W6_BODY_RR15,GBPJPY,121,47.93388429752066,18.410473742206634,0.15215267555542672,1.3118875460112371,10.322367747364355,4,8.685950413223141,0.8963838211708818,0.5518587211857385,1.3035729319046916,1.358667267854523,2.479606187795922,2.067128308191147,1.0593182274746518,0.8658257009551181,54.54545454545454
D1,CLOSEFAIL_L20_W6_BODY_RR15,SILVER,106,49.056603773584904,16.35418915726757,0.15428480337044878,1.3289697155168334,6.463336287086402,6,9.481132075471699,0.8832994161933697,0.45344159939202294,1.262493033416134,1.3150852828769724,2.42472232918801,2.5430306153896014,1.0999216504831606,0.8349879787243345,55.660377358490564
D1,CLOSEFAIL_L55_W6_BODY_RR15,GBPJPY,63,52.38095238095239,15.60668845773243,0.24772521361480046,1.557024586213899,5.493320885359307,4,8.746031746031745,0.9526877153987603,0.5317436023862799,1.3062025478552268,1.3757064136978847,2.5945950264313327,2.0267840522007914,1.1201498160690324,0.8099601511477571,55.55555555555556
H4,WICK_L20_RAW_RR15,USDJPY,1080,42.5,15.312843391946343,0.014178558696246613,1.023862570937982,42.640485786526696,16,4.035185185185185,0.2952980642978757,0.43902878525234323,1.233870278731905,1.2841027635820579,2.320017325262669,2.2527166255507582,1.2509718266986638,1.1218288342813538,50.27777777777778
D1,WICK_L20_BODY_RR15,XAUUSD,53,52.83018867924528,13.180441536842162,0.24868757616683324,1.518051315058332,5.1524579488894275,5,5.0,0.2131049134532893,0.8602595104504297,1.2823952932565188,1.3188076072029453,2.661281340437741,2.155611208590767,1.1425680446230775,0.8752777797661818,54.71698113207547
D1,CLOSEFAIL_L20_W6_BODY_RR15,XAUUSD,103,49.51456310679612,12.800192039402397,0.12427370912041162,1.250257240528953,7.357069924352329,5,8.815533980582524,0.8788140024446154,0.502421350157202,1.3551741628340905,1.398529465888437,2.5982084543458903,2.1766681174555926,1.174709226812468,0.8766644006824639,58.252427184466015
D1,CLOSEFAIL_L120_W6_BODY_RR15,AUDJPY,36,61.111111111111114,12.59953820522166,0.3499871723672683,1.9598405653695288,6.049413530751782,6,9.944444444444445,0.8962000356169233,0.5760678594292558,1.3458224975839226,1.3974329832472363,2.191179627681016,1.6553128191327087,1.2938106595712453,0.7554291048993234,52.77777777777778
D1,CLOSEFAIL_L120_W6_BODY_RR15,GBPJPY,42,54.761904761904766,11.532750683586842,0.2745893019901629,1.6250420610395617,4.589648634298113,4,9.142857142857142,0.9909673391715743,0.5088326980149314,1.3487946256872216,1.4304679449332949,2.6631799593081924,2.0367628394066353,1.1384171596543253,0.7853476005699485,54.761904761904766
D1,CLOSEFAIL_L20_W6_ACTIVITY_RR15,SILVER,36,58.333333333333336,11.498105202127757,0.3193918111702155,1.781379803738951,5.200514224691804,3,9.472222222222221,0.9550270250783649,0.4495127418361418,1.526089565357995,1.608979581226679,2.5003501385194484,3.2195060822099713,1.1347458552621053,0.7149095777198669,61.111111111111114
H4,CLOSEFAIL_L120_W6_BODY_RR15,EURJPY,216,43.51851851851852,11.41673937220647,0.05285527487132625,1.0939084478164376,16.18006888203683,7,9.462962962962964,0.8520239410906304,0.503316144853461,1.257378585462271,1.3333259093297116,2.306001182021893,2.23653046733004,1.1438462989448999,0.9215545425311136,53.24074074074075
D1,WICK_L55_BODY_RR15,CHFJPY,29,55.172413793103445,11.031635038313201,0.3804012082176966,1.9047687773342665,3.098564286363125,3,6.103448275862069,0.24844337619165113,0.7109584142487331,1.199982659262325,1.2338806647843255,3.506741092328041,1.4611783045729163,1.2756156092927702,0.7350430691427977,72.41379310344827
D1,WICK_L20_BODY_RR15,CHFJPY,56,48.214285714285715,9.62097194002494,0.1718030703575882,1.337069387150779,5.792422179312217,6,5.178571428571429,0.23496973056873255,0.711152422977745,1.1720896129123315,1.1987543564068157,2.7451038019518874,1.7617847097388644,1.1347830105598724,0.8960968804848208,60.71428571428571
D1,WICK_L55_RAW_RR15,EURJPY,118,44.91525423728814,8.834149334785392,0.07486567232868976,1.1352585663634156,8.728721055047298,8,3.669491525423729,0.2816844258566436,0.4534711621473285,1.2519389452655523,1.3075535422088482,2.5252548815722817,2.1918477947218697,1.3015123505191806,1.0016876901620444,50.847457627118644
D1,WICK_L20_RAW_RR15,EURJPY,210,43.333333333333336,8.582255755793716,0.04086788455139864,1.071838254534577,13.621938238039558,8,3.566666666666667,0.27946054329911657,0.44106697530826067,1.2274737422474107,1.2766688174386476,2.3720372203932327,2.1817433347654807,1.2575549787816,1.0558663106566653,50.0
H4,CLOSEFAIL_L55_W6_BODY_RR15,EURJPY,349,42.693409742120345,8.482138591058682,0.024304122037417428,1.0421143416514227,15.779860873438938,7,8.776504297994268,0.833223598957904,0.5232004661141223,1.2568723827704735,1.3207586494314485,2.3358780305800155,2.298755738767656,1.1159497216590895,0.9633252783765809,51.57593123209169
D1,CLOSEFAIL_L120_W6_BODY_RR15,SILVER,26,57.692307692307686,8.302086913150394,0.319311035121169,1.8541306120946657,3.4968624702750013,4,11.307692307692308,0.8970248973958055,0.5107960534475967,1.3507119587094156,1.4370016997354123,2.646165362310595,3.964174665823408,1.1863722501614864,0.7349941140486481,65.38461538461539
D1,CLOSEFAIL_L55_W6_BODY_RR15,SILVER,57,47.368421052631575,8.201708895255845,0.1438896297413306,1.3012988551753613,7.537379982183366,7,10.052631578947368,0.9384421876634059,0.4726992646594571,1.3226752200649847,1.3991641280155107,2.444404983320296,3.0103518037355164,1.0568140574986826,0.8110541011650361,52.63157894736842
H4,WICK_L20_ACTIVITY_RR15,EURJPY,169,42.60355029585799,7.988754917473331,0.04727073915664693,1.0830181352729202,11.039238898929963,9,8.266272189349113,0.3088182659082275,1.0425929230372126,1.5538045358200876,1.6357799174339782,2.324515555261409,2.4684829424080306,1.0455575627911455,0.9397508042488105,56.213017751479285
D1,WICK_L55_ACTIVITY_RR15,CHFJPY,16,62.5,7.270178899497803,0.4543861812186127,2.192219276393906,4.0783917455684735,4,9.0,0.3427943575716182,0.8907191619163373,1.5810615368282885,1.6541788529474857,2.541602625535657,1.3551367769594083,1.2332078304958856,0.6803985681533978,87.5
D1,CLOSEFAIL_L20_W6_BODY_RR15,AUDJPY,101,45.54455445544555,6.920609855896552,0.0685208896623421,1.1370106731812948,7.710084451626131,7,9.594059405940595,0.8939199324377174,0.5515596306899377,1.2923079993062794,1.325830329902964,1.9916469184764387,2.144629221026263,1.06324841534617,0.9851672059725638,50.495049504950494
D1,CLOSEFAIL_L120_W6_BODY_RR15,USDJPY,42,47.61904761904761,6.7531689548268865,0.16078973701968777,1.3148241544717238,4.2993856094367615,3,7.190476190476191,0.8512512934857035,0.42512372957458533,1.279126125617302,1.3165131233372611,3.1304131206320185,2.1276929598573147,1.144360670010398,0.9783893345593381,57.14285714285714
H4,CLOSEFAIL_L120_W6_ACTIVITY_RR15,EURJPY,58,46.55172413793103,6.709737629551924,0.11568513154399869,1.228575303865252,7.099434685721027,7,11.620689655172415,0.9343761983927185,0.606141715474478,1.62413307270212,1.750006908415781,2.3936389792195407,2.1378188031250276,1.1402725970442367,0.8738826560487185,51.724137931034484
D1,WICK_L20_STRICT_RR15,XAUUSD,13,69.23076923076923,6.496891765030792,0.49976090500236864,2.6037334222934385,2.0251203219951153,2,9.846153846153847,0.27206290230548774,1.246249274704681,1.7576619241147546,1.8689898115295212,3.092484234761865,2.022386182994685,1.218862267308047,0.7612089537745163,69.23076923076923
D1,CLOSEFAIL_L55_W6_ACTIVITY_RR15,SILVER,20,55.00000000000001,6.256907689020118,0.3128453844510059,1.7039665374492634,5.29008573041059,3,8.2,0.8739485123459243,0.41079290630968546,1.4779831940741073,1.5508665708926268,2.825322403125213,4.16632809126975,1.1632873416969969,0.7520056434015778,60.0
D1,WICK_L120_RAW_RR15,EURJPY,78,44.871794871794876,6.11888618422378,0.07844725877209975,1.1396685394617612,7.276827010679565,7,3.269230769230769,0.2563354426752485,0.44661762822798867,1.2146694758569359,1.2603598268640277,2.634577327965562,2.2034929867281576,1.382821776805943,0.9598124290771545,56.41025641025641
D1,CLOSEFAIL_L20_W6_ACTIVITY_RR15,XAUUSD,42,52.38095238095239,6.083771889419247,0.14485171165283922,1.2998962591405834,5.427086791723957,4,9.30952380952381,0.9342259620600496,0.581414638872649,1.6282983969931768,1.682383506348179,2.153823739815831,2.3616455787700406,1.00375635679896,0.8145451090871015,61.904761904761905
H4,CLOSEFAIL_L120_W6_ACTIVITY_RR15,AUDJPY,57,49.122807017543856,6.028336119996787,0.10576028280696118,1.2033748394730048,9.13577551942351,5,12.0,1.1032387568875595,0.5274601009624107,1.6171960947303972,1.749376353271355,2.4962037251718354,2.4062362178239267,0.9956290168565207,0.87471781647533,45.614035087719294
D1,WICK_L120_BODY_RR15,CHFJPY,17,52.94117647058824,5.797364668204831,0.3410214510708724,1.8224522309413893,1.9280555139446243,3,6.705882352941177,0.20815610909549725,0.724516838451205,1.1530179316493872,1.200238739442559,2.3383017720670565,1.6547051527061023,1.3531759986512808,0.7481293226253337,76.47058823529412
D1,WICK_L120_BODY_RR15,SILVER,14,57.14285714285714,5.777546942729365,0.4126819244806689,2.0139368191983666,3.135759125428147,3,8.642857142857142,0.16492796490467102,0.966602363019927,1.3640407974531024,1.4007194665605136,3.0009351576445846,5.0387848113494185,1.3128693035895254,0.7300919882903721,78.57142857142857
D1,WICK_L120_ACTIVITY_RR15,SILVER,12,58.333333333333336,5.446576050714672,0.453881337559556,2.17567108962775,2.070363963874355,2,9.833333333333334,0.17843722715023733,0.9973641348536159,1.4316767469829283,1.466043403234312,2.7039608199525773,5.508776728518463,1.3404049985231428,0.6942279721429497,83.33333333333334
D1,WICK_L120_ACTIVITY_RR15,XAUUSD,19,57.89473684210527,5.426215372778664,0.28559028277782444,1.669790337026755,2.0263635429527276,2,8.263157894736842,0.2632550603068793,1.1978409312634895,1.722179255788496,1.8090749960130497,2.9259420187159533,1.9948600239644978,1.063736706021266,0.8604871252563867,63.1578947368421
D1,CLOSEFAIL_L120_W6_ACTIVITY_RR15,AUDJPY,11,63.63636363636363,5.404696645721341,0.4913360587019401,2.6047836467310237,1.013983932422165,1,10.181818181818182,0.811509301512324,0.6676780536734642,1.6052211707819175,1.6753250161817304,2.3394071748492578,1.5866718227420407,1.3132444311200446,0.6907710864072688,54.54545454545454
D1,CLOSEFAIL_L55_W6_BODY_RR15,EURJPY,74,47.2972972972973,5.380327233384853,0.07270712477547099,1.1457079509071126,7.044342850628106,5,8.256756756756756,0.8649180493707549,0.612936237725055,1.3966050085915742,1.447239997919254,2.221534773931848,2.139127801017078,1.035317382475632,0.8364210439853853,58.108108108108105
D1,WICK_L120_BODY_RR15,XAUUSD,24,54.166666666666664,5.259427483090233,0.21914281179542638,1.4706387640542475,2.0526209851003756,2,6.708333333333333,0.22761049192213553,1.01894915767662,1.4821346269335471,1.5575136566924133,2.8406282800110034,2.4404957597505175,1.0734166203248539,0.8747612900204019,54.166666666666664
D1,CLOSEFAIL_L120_W6_BODY_RR15,XAUUSD,39,51.28205128205128,5.194219102180922,0.1331851051841262,1.2691523524172204,4.122598848782092,4,8.846153846153847,0.8583624185136705,0.5385902061390101,1.4681534586125857,1.5585487417715647,2.6231173427917405,2.019329446054506,1.0768308192147247,0.9213593848975378,58.97435897435898
D1,WICK_L20_ACTIVITY_RR15,CHFJPY,30,50.0,4.970420032779549,0.16568066775931828,1.3408462102408991,4.096558926596665,3,8.4,0.3140489491890906,0.947858540395728,1.5347491415274641,1.6078093700340204,1.979880223695616,1.7282528802473147,1.0545084091523882,0.8024737969096626,63.33333333333333
D1,CLOSEFAIL_L20_W6_BODY_RR15,EURJPY,119,44.537815126050425,4.877501554014777,0.0409874080169309,1.0789464100912054,8.038978678470741,6,8.067226890756302,0.8694858784484465,0.5601173677592599,1.3433338815565101,1.3914587633286428,2.1593508136808572,2.279708283563174,1.0336251094605442,0.8598956863162264,57.14285714285714
H4,CLOSEFAIL_L120_W8_STRICT_RR15,AUDJPY,27,51.85185185185185,4.866762916988278,0.18025047840697325,1.3669949668211288,3.0607238988834813,3,14.25925925925926,1.1013754060377594,0.530541767844751,1.6091772098837798,1.7448216177939275,2.415225287231408,2.595345459956323,0.9556118960023285,0.9113331820169345,48.148148148148145
D1,WICK_L20_RAW_RR15,AUDJPY,185,42.16216216216216,4.816897394166025,0.026037283211708243,1.045287659627161,15.744517462704753,9,4.054054054054054,0.31476311295222725,0.45822947901266436,1.250452381577449,1.288472313366331,2.322148123297181,2.185273569874989,1.1782715087418751,1.091510864767635,51.891891891891895
D1,WICK_L20_ACTIVITY_RR15,XAUUSD,32,50.0,4.726011094785851,0.14768784671205784,1.291557295148939,3.102720530693846,3,6.875,0.24382548971177287,1.0753148495357567,1.57139660861968,1.6345985089089714,2.3985928259811655,2.112650463721274,1.0278790182436737,0.8962889436313504,59.375
D1,WICK_L120_STRICT_RR15,XAUUSD,10,70.0,4.5423352894153,0.45423352894153,2.495572627647717,2.029237708634112,2,10.4,0.30972186062247287,1.336656681296159,1.8837953826424993,2.0274063506299007,3.2278249684838713,1.837571842294103,1.1186330268288038,0.6733602162688292,80.0
H4,CLOSEFAIL_L55_W6_ACTIVITY_RR15,EURJPY,95,44.21052631578947,4.205462641135748,0.044268027801428925,1.0811780362750614,10.255850288304575,9,10.421052631578947,0.9327885108604977,0.6298094142022745,1.6183902138876585,1.7224759802857779,2.256780691002162,2.3192095064730656,1.0727960653453854,0.9135378324992712,51.578947368421055
D1,WICK_L120_BODY_RR15,USDJPY,20,50.0,4.00132922116598,0.200066461058299,1.4109679761329839,4.03699896432681,4,7.95,0.24900286433844618,0.9113275280330162,1.4460964622283834,1.5229516266741066,2.6193050364562973,2.2311875424060146,1.1120176245004025,0.9920181177733971,70.0
D1,CLOSEFAIL_L120_W6_ACTIVITY_RR15,USDJPY,11,54.54545454545454,4.0008590087118385,0.36371445533743985,1.9286585479721965,3.041593218864208,3,8.818181818181818,1.009437612196127,0.3955251452619958,1.5272310692551385,1.6107610623202815,3.8975528349214272,1.7728446914960132,1.0878014149637318,0.8875328140601233,63.63636363636363
D1,CLOSEFAIL_L120_W8_STRICT_RR15,XAUUSD,12,58.333333333333336,3.865599182305078,0.32213326519208985,1.76634589661993,3.0182121314737436,3,10.333333333333334,1.0643691100214552,0.7269997080520288,1.8946034182710327,2.0684718775301008,2.6970295111938576,2.0497814381111916,1.0402335649719403,0.6561268369270802,75.0
D1,CLOSEFAIL_L20_W6_ACTIVITY_RR15,AUDJPY,25,48.0,3.8259768725711165,0.15303907490284466,1.3343844146909043,4.033086072692254,4,10.24,0.957038426323103,0.6593460312849351,1.631983967706528,1.6985153631745806,2.3028687064420255,1.848933827469176,1.0461846129212768,0.76649493288456,56.00000000000001
D1,CLOSEFAIL_L55_W6_BODY_RR15,AUDJPY,63,47.61904761904761,3.763400139563088,0.05973651015179505,1.1191836318742154,7.824434186669741,5,9.19047619047619,0.925524983845698,0.5404456877084391,1.3133624080797717,1.3701691273918535,2.0106262507480244,2.1105717056181343,1.07008591776909,0.8583121636838736,47.61904761904761
D1,WICK_L55_STRICT_RR15,XAUUSD,11,63.63636363636363,3.528418773296126,0.32076534302692056,1.8709769716404985,3.043154224753286,3,9.545454545454545,0.3015867319607458,1.290201231889791,1.8448756485096653,1.9744920478194445,2.9735618135072146,2.192706492229909,1.0471216892197073,0.7544555835201524,72.72727272727273
D1,CLOSEFAIL_L55_W8_STRICT_RR15,EURJPY,9,66.66666666666666,3.482044669300293,0.386893852144477,2.1513172746877003,3.024400611243162,3,9.0,1.064218504607815,0.48966596571498555,1.539469277190247,1.6878384544598264,1.83526578460669,2.1704158052945175,1.1266417519750755,0.5489758329095635,77.77777777777779
D1,CLOSEFAIL_L20_W8_STRICT_RR15,EURJPY,14,57.14285714285714,3.3491753385263356,0.23922680989473827,1.6176343099133963,2.3981856744765393,3,9.357142857142858,0.9759929040945219,0.6291239656750349,1.65058046854864,1.798763552397612,1.7400100058589945,2.091017176839818,1.1021036657684502,0.6114712157575417,71.42857142857143
D1,WICK_L120_ACTIVITY_RR15,USDJPY,11,54.54545454545454,3.134577992445207,0.284961635676837,1.6701674869924625,3.318303060535271,3,10.727272727272727,0.3057164827742629,1.2466779701371646,1.9425348680680925,2.083401430546749,2.6286105706492733,1.7852754787048695,1.1014528335357043,0.8204922979452106,72.72727272727273
D1,CLOSEFAIL_L55_W6_ACTIVITY_RR15,EURJPY,24,50.0,3.1104411827899483,0.12960171594958117,1.2772629747541209,5.170182471672407,6,9.041666666666666,0.9929266721891455,0.5606191142129912,1.640239333801435,1.7432252080127295,2.4520782971947606,2.0500231949163115,1.071625780787354,0.7009718758542389,58.333333333333336
D1,CLOSEFAIL_L120_W8_STRICT_RR15,EURJPY,7,57.14285714285714,2.9415063537974513,0.4202151933996359,1.9725915088306913,2.019126402524636,2,6.428571428571429,1.1066659505642178,0.48921423261604996,1.5186400090479142,1.6633252651055144,1.9624410602893998,1.9117262326985733,1.196625000112306,0.5794777712775087,71.42857142857143
D1,CLOSEFAIL_L20_W6_ACTIVITY_RR15,EURJPY,39,46.15384615384615,2.862255019726735,0.07339115435196757,1.145397918651235,7.199019965367321,8,8.820512820512821,0.9795047681029808,0.5275256883205679,1.594812353550758,1.6936110081639777,2.3235805109342618,2.3434557010923154,1.060836082121032,0.766846613915631,58.97435897435898
D1,WICK_L120_STRICT_RR15,SILVER,5,60.0,2.8517001230065144,0.5703400246013028,2.8842406041616555,1.0887373141693815,1,12.0,0.1398073303098741,1.1795478577218186,1.6327584142063103,1.6740010694160277,2.3464157544540845,10.847699617294248,1.3944730952120448,0.6101038818454632,100.0
D1,WICK_L55_BODY_RR15,XAUUSD,29,48.275862068965516,2.6873989385028896,0.09266892891389275,1.1765233261511407,3.6946957980935244,3,6.206896551724138,0.23017213456117086,0.9737109447388391,1.4299511392192423,1.4927018900955156,2.5613090494117516,2.547343187004354,1.0475362077711148,0.9396843105072383,55.172413793103445
H4,CLOSEFAIL_L20_W8_STRICT_RR15,GBPJPY,91,41.75824175824176,2.680562730509446,0.029456733302301603,1.05289001063011,12.857485468932014,9,13.978021978021978,1.0597582248832655,0.6972513504637188,1.7907402348648103,1.946745344208406,2.0349814207224823,2.2286603559926412,0.9398481936626406,0.9304429486505289,45.05494505494506
D1,WICK_L55_STRICT_RR15,EURJPY,9,66.66666666666666,2.6790447922076157,0.29767164357862397,1.885896176191376,1.858720335224854,1,9.88888888888889,0.22534587049668608,1.251935051748895,1.6131032756967287,1.7689889683520938,1.6539589978379081,2.295015079419574,1.128522461016098,0.6470574903958226,77.77777777777779
D1,WICK_L20_STRICT_RR15,EURJPY,14,57.14285714285714,2.5474029998431478,0.18195735713165342,1.4882192100051268,3.041595176843765,3,11.214285714285714,0.3041175290567515,1.3345589688260042,1.7791068899293028,1.983065408546984,1.6242882572816078,2.0631368551143248,1.0565419305770924,0.6606464462218905,71.42857142857143
H4,CLOSEFAIL_L20_W6_ACTIVITY_RR15,USDJPY,162,42.592592592592595,2.545798269979687,0.01571480413567708,1.027614402729833,13.201118991858046,10,11.969135802469136,1.0517846559400215,0.5212057783003674,1.5738457595291806,1.671305171416729,2.036845263587653,2.1276101684567577,0.9984834951783169,0.8800127908744685,55.55555555555556
D1,WICK_L55_STRICT_RR15,GBPJPY,14,50.0,2.463264528423199,0.1759474663159428,1.430034623627898,2.385093541294986,3,10.071428571428571,0.30653005595712657,1.2426379308736417,1.74304137048084,1.8723945814988026,2.041025129908692,2.506375246550886,0.9502038124219359,0.8198567225927585,57.14285714285714
D1,WICK_L55_ACTIVITY_RR15,XAUUSD,22,50.0,2.3894989155575077,0.10861358707079581,1.2145341748150262,3.040280059071902,3,7.863636363636363,0.27338908687227187,1.1347964423824033,1.664760643558392,1.7372465035336788,2.6439359340110538,2.259220060106703,1.0067775844823743,0.925001968922772,63.63636363636363
D1,WICK_L55_RAW_RR15,CHFJPY,123,41.46341463414634,2.3872256007980535,0.019408338217870354,1.0330654081985515,10.563988707209425,6,3.203252032520325,0.29819525028740435,0.38174390216484366,1.153554482170756,1.1998971185175773,2.694967659639844,2.029644738515637,1.4229398670452658,1.052880774830556,52.03252032520326
D1,WICK_L55_ACTIVITY_RR15,SILVER,22,45.45454545454545,2.3664861896643536,0.10756755407565244,1.197479797227342,6.524329079664214,4,7.7727272727272725,0.17605648313562638,0.9534190422009309,1.4008291086241276,1.439056679196379,2.2869866792077094,4.249898546973131,1.1263920105309768,0.8774406100775853,63.63636363636363
D1,CLOSEFAIL_L120_W6_ACTIVITY_RR15,EURJPY,17,47.05882352941176,2.164265930591827,0.12730976062304866,1.2504039519359198,4.761556619980925,5,8.235294117647058,1.0550103454792397,0.5631568623183976,1.7216512268219788,1.8398276166739949,2.6604253907604303,1.8796041186873915,1.1282015238230314,0.7402034294797585,58.82352941176471
H4,CLOSEFAIL_L55_W8_STRICT_RR15,GBPJPY,64,42.1875,2.146152688660306,0.03353363576031728,1.0599341814290244,8.775994806108926,7,14.46875,1.0737128979439539,0.6823117767825163,1.777231154109217,1.9438720700561452,1.970339925819568,2.238639259024917,0.9516672463271771,0.9344221231175389,40.625
D1,WICK_L55_BODY_RR15,GBPJPY,30,43.333333333333336,2.1328832517929093,0.07109610839309698,1.1342625861640392,6.372480521133636,6,6.7,0.2059360830168501,0.9821695477549344,1.4357074876129459,1.518795801575668,2.526032901956272,2.457472580324621,1.0660387767531927,0.9865306810357309,56.666666666666664
D1,WICK_L120_ACTIVITY_RR15,AUDJPY,10,60.0,2.0599192114481335,0.20599192114481335,1.6136662128204777,1.9062554486149663,1,13.2,0.39959795591494146,1.145327188622058,1.7037386355521722,1.742386056380337,2.3361408202668006,1.729532906863827,1.2217156310586714,0.7663986350882468,60.0
D1,WICK_L120_ACTIVITY_RR15,CHFJPY,9,55.55555555555556,1.898050993204591,0.21089455480051011,1.4678149526071649,2.033930112680012,3,10.0,0.2709341325128338,0.975888787576819,1.5246207699505778,1.6343553866298786,2.1101381205369156,1.7489355857759872,1.1799470422193936,0.7995460874660483,88.88888888888889
D1,WICK_L20_ACTIVITY_RR15,SILVER,36,44.44444444444444,1.8182815068184817,0.050507819633846714,1.0947655094606934,6.705984441585931,6,8.86111111111111,0.2329676285015555,1.017262260037086,1.5095254154889068,1.5662026602173114,2.1474501267255626,3.699859598322087,1.0901628070102511,0.9068451667687203,61.111111111111114
D1,WICK_L20_STRICT_RR15,SILVER,14,50.0,1.8023805765635221,0.1287414697545373,1.2831860398555137,3.450772034222153,3,10.214285714285714,0.19260755692337808,1.0956392600467826,1.5125790514980337,1.5985105742991645,1.973660123631016,5.234635197120289,1.1044794325747358,0.8149863146058228,78.57142857142857
